2016-11-18 12:32:20.815 [main] INFO  cn.vpclub.DemoApplication - Starting DemoApplication on k8s-minion3 with PID 1482 (/home/vpclub/openshift/fabric/ipservice/target/classes started by vpclub in /home/vpclub/openshift/fabric/ipservice)
2016-11-18 16:00:45.750 [main] INFO  com.atomikos.logging.LoggerFactory - Using Slf4J for logging.
2016-11-18 16:00:45.750 [main] WARN  c.a.i.c.UserTransactionServiceImp - No properties path set - looking for transactions.properties in classpath...
2016-11-18 16:00:45.752 [main] WARN  c.a.i.c.UserTransactionServiceImp - transactions.properties not found - looking for jta.properties in classpath...
2016-11-18 16:00:45.753 [main] WARN  c.a.i.c.UserTransactionServiceImp - Failed to open transactions properties file - using default values
2016-11-18 16:00:45.769 [main] WARN  c.a.i.c.UserTransactionServiceImp - No properties path set - looking for transactions.properties in classpath...
2016-11-18 16:00:45.769 [main] WARN  c.a.i.c.UserTransactionServiceImp - transactions.properties not found - looking for jta.properties in classpath...
2016-11-18 16:00:45.770 [main] WARN  c.a.i.c.UserTransactionServiceImp - Failed to open transactions properties file - using default values
2016-11-18 16:00:45.863 [main] INFO  c.a.p.imp.StateRecoveryManagerImp - com.atomikos.persistence.imp.WriteAheadObjectLog instantiation failed - falling back to default
2016-11-18 16:00:45.864 [main] INFO  c.a.persistence.imp.FileLogStream - Starting read of logfile /home/vpclub/openshift/fabric/ipservice/./tmlog6.log
2016-11-18 16:00:45.865 [main] INFO  c.a.persistence.imp.FileLogStream - Done read of logfile
2016-11-18 16:00:45.865 [main] INFO  c.a.p.imp.AbstractLogStream - Logfile closed: /home/vpclub/openshift/fabric/ipservice/./tmlog6.log
2016-11-18 16:00:45.902 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING core version: 3.9.3
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.automatic_resource_registration = true
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.client_demarcation = false
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.threaded_2pc = false
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.serial_jta_transactions = true
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.serializable_logging = true
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.log_base_dir = ./
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.max_actives = 50
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.checkpoint_interval = 500
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.enable_logging = true
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.output_dir = ./
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.log_base_name = tmlog
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.max_timeout = 300000
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.tm_unique_name = 127.0.1.1.tm
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING java.naming.factory.initial = com.sun.jndi.rmi.registry.RegistryContextFactory
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING java.naming.provider.url = rmi://localhost:1099
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.service = com.atomikos.icatch.standalone.UserTransactionServiceFactory
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.force_shutdown_on_vm_exit = false
2016-11-18 16:00:45.903 [main] INFO  c.a.i.c.i.AbstractUserTransactionService - USING com.atomikos.icatch.default_jta_timeout = 10000
2016-11-18 16:00:45.909 [main] INFO  o.s.t.jta.JtaTransactionManager - Using JTA UserTransaction: com.atomikos.icatch.jta.UserTransactionImp@1c57f6b2
2016-11-18 16:00:45.909 [main] INFO  o.s.t.jta.JtaTransactionManager - Using JTA TransactionManager: com.atomikos.icatch.jta.UserTransactionManager@4b515eab
2016-11-18 16:00:46.143 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@2a492f2a: startup date [Fri Nov 18 16:00:42 CST 2016]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@7975d1d8
2016-11-18 16:00:46.237 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/appInfo/deleteDataInfo],methods=[POST]}" onto public void cn.vpclub.web.AppInfoController.deleteDataInfo(java.util.Map<java.lang.String, java.lang.Object>,javax.servlet.http.HttpServletResponse)
2016-11-18 16:00:46.238 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/appInfo/findDataPage],methods=[POST]}" onto public void cn.vpclub.web.AppInfoController.findDataPage(cn.vpclub.api.model.request.AppInfoParam,javax.servlet.http.HttpServletResponse)
2016-11-18 16:00:46.239 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/appInfo/findAllDataList],methods=[POST]}" onto public void cn.vpclub.web.AppInfoController.findAllDataList(java.util.Map<java.lang.String, java.lang.Object>,javax.servlet.http.HttpServletResponse)
2016-11-18 16:00:46.239 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/common/appInfo/findDataInfo],methods=[POST]}" onto public void cn.vpclub.web.AppInfoController.findDataInfo(java.util.Map<java.lang.String, java.lang.Object>,javax.servlet.http.HttpServletResponse)
2016-11-18 16:00:46.240 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/ip],methods=[GET]}" onto public cn.vpclub.IPAddress cn.vpclub.IPAddressController.ipaddress() throws java.lang.Exception
2016-11-18 16:00:46.243 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2016-11-18 16:00:46.243 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
2016-11-18 16:00:46.286 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2016-11-18 16:00:46.287 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2016-11-18 16:00:46.342 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
2016-11-18 16:00:47.088 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/configprops || /configprops.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.091 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/resume || /resume.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2016-11-18 16:00:47.092 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/autoconfig || /autoconfig.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.092 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/env],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.value(java.util.Map<java.lang.String, java.lang.String>)
2016-11-18 16:00:47.092 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/env/reset],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> org.springframework.cloud.context.environment.EnvironmentManagerMvcEndpoint.reset()
2016-11-18 16:00:47.093 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/health || /health.json],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.HealthMvcEndpoint.invoke(java.security.Principal)
2016-11-18 16:00:47.093 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/refresh || /refresh.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2016-11-18 16:00:47.094 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/metrics/{name:.*}],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.MetricsMvcEndpoint.value(java.lang.String)
2016-11-18 16:00:47.094 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/metrics || /metrics.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.095 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/beans || /beans.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.095 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/info || /info.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.096 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/restart || /restart.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.context.restart.RestartMvcEndpoint.invoke()
2016-11-18 16:00:47.097 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/dump || /dump.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.098 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/env/{name:.*}],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EnvironmentMvcEndpoint.value(java.lang.String)
2016-11-18 16:00:47.098 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/env || /env.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.099 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/trace || /trace.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.099 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/pause || /pause.json],methods=[POST]}" onto public java.lang.Object org.springframework.cloud.endpoint.GenericPostableMvcEndpoint.invoke()
2016-11-18 16:00:47.100 [main] INFO  o.s.b.a.e.mvc.EndpointHandlerMapping - Mapped "{[/mappings || /mappings.json],methods=[GET],produces=[application/json]}" onto public java.lang.Object org.springframework.boot.actuate.endpoint.mvc.EndpointMvcAdapter.invoke()
2016-11-18 16:00:47.227 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Registering beans for JMX exposure on startup
2016-11-18 16:00:47.229 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'dataSource' has been autodetected for JMX exposure
2016-11-18 16:00:47.238 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'refreshEndpoint' has been autodetected for JMX exposure
2016-11-18 16:00:47.238 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'restartEndpoint' has been autodetected for JMX exposure
2016-11-18 16:00:47.239 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'configurationPropertiesRebinder' has been autodetected for JMX exposure
2016-11-18 16:00:47.239 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'refreshScope' has been autodetected for JMX exposure
2016-11-18 16:00:47.240 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Bean with name 'environmentManager' has been autodetected for JMX exposure
2016-11-18 16:00:47.243 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'environmentManager': registering with JMX server as MBean [org.springframework.cloud.context.environment:name=environmentManager,type=EnvironmentManager]
2016-11-18 16:00:47.255 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'restartEndpoint': registering with JMX server as MBean [org.springframework.cloud.context.restart:name=restartEndpoint,type=RestartEndpoint]
2016-11-18 16:00:47.265 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'refreshScope': registering with JMX server as MBean [org.springframework.cloud.context.scope.refresh:name=refreshScope,type=RefreshScope]
2016-11-18 16:00:47.271 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'configurationPropertiesRebinder': registering with JMX server as MBean [org.springframework.cloud.context.properties:name=configurationPropertiesRebinder,context=2a492f2a,type=ConfigurationPropertiesRebinder]
2016-11-18 16:00:47.279 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located MBean 'dataSource': registering with JMX server as MBean [com.alibaba.druid.pool:name=dataSource,type=DruidDataSource]
2016-11-18 16:00:47.282 [main] INFO  o.s.j.e.a.AnnotationMBeanExporter - Located managed bean 'refreshEndpoint': registering with JMX server as MBean [org.springframework.cloud.bootstrap.config:name=refreshEndpoint,type=RefreshEndpoint]
2016-11-18 16:00:47.284 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Registering beans for JMX exposure on startup
2016-11-18 16:00:47.288 [main] INFO  o.s.c.s.DefaultLifecycleProcessor - Starting beans in phase 0
2016-11-18 16:00:47.290 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'requestMappingEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=requestMappingEndpoint]
2016-11-18 16:00:47.302 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'environmentEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=environmentEndpoint]
2016-11-18 16:00:47.305 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'healthEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=healthEndpoint]
2016-11-18 16:00:47.307 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'beansEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=beansEndpoint]
2016-11-18 16:00:47.310 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'infoEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=infoEndpoint]
2016-11-18 16:00:47.324 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'metricsEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=metricsEndpoint]
2016-11-18 16:00:47.326 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'traceEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=traceEndpoint]
2016-11-18 16:00:47.332 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'dumpEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=dumpEndpoint]
2016-11-18 16:00:47.334 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'autoConfigurationReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=autoConfigurationReportEndpoint]
2016-11-18 16:00:47.338 [main] INFO  o.s.b.a.e.jmx.EndpointMBeanExporter - Located managed bean 'configurationPropertiesReportEndpoint': registering with JMX server as MBean [org.springframework.boot:type=Endpoint,name=configurationPropertiesReportEndpoint]
2016-11-18 16:00:47.387 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Initializing ProtocolHandler ["http-nio-8080"]
2016-11-18 16:00:47.399 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8080"]
2016-11-18 16:00:47.405 [main] INFO  o.a.tomcat.util.net.NioSelectorPool - Using a shared selector for servlet write/read
2016-11-18 16:00:47.422 [main] INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat started on port(s): 8080 (http)
2016-11-18 16:00:47.427 [main] INFO  cn.vpclub.DemoApplication - Started DemoApplication in 16.29 seconds (JVM running for 17.493)
2016-11-18 16:01:11.181 [http-nio-8080-exec-1] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring FrameworkServlet 'dispatcherServlet'
2016-11-18 16:01:11.181 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization started
2016-11-18 16:01:11.208 [http-nio-8080-exec-1] INFO  o.s.web.servlet.DispatcherServlet - FrameworkServlet 'dispatcherServlet': initialization completed in 27 ms
2016-11-18 16:01:11.291 [http-nio-8080-exec-1] INFO  cn.vpclub.web.AppInfoController - findDataPage method request: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":null}
2016-11-18 16:01:11.676 [http-nio-8080-exec-1] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
2016-11-18 16:01:11.682 [http-nio-8080-exec-1] INFO  c.v.service.impl.AppInfoServiceImpl - findDataPage method param data: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":null}
2016-11-18 16:01:11.847 [http-nio-8080-exec-1] INFO  cn.vpclub.web.AppInfoController - findDataPage method return data: {"pageSize":10,"pageNumber":null,"totalRecord":12,"returnCode":1000,"message":"成功","pageData":[{"id":"3f429da418de4998b250a54400814c8e","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"ef4ca1dc5c444c6f817a338fa01413da","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"28e663b5d52f424494f3bf8fe280e21d","appId":100000034,"parentAppId":0,"appName":"和小宝O2O应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1467636852000,"updateBy":"1","updateDate":1468484646000,"delFlag":0,"remarks":"和小宝"},{"id":"1899833e5fbf4dfba27a37e13cb5f932","appId":100000054,"parentAppId":0,"appName":"河北移动","appSecretKey":null,"createBy":null,"createDate":1478251859000,"updateBy":"1","updateDate":1478251859000,"delFlag":0,"remarks":"河北移动"},{"id":"d6605e4daf844f56b333f2d72692fb7a","appId":100000058,"parentAppId":0,"appName":"岭南优品","appSecretKey":null,"createBy":null,"createDate":1470193301000,"updateBy":"1","updateDate":1470195739000,"delFlag":0,"remarks":"岭南优品"},{"id":"2f2f4790e8014258960e61257cbb9695","appId":200000014,"parentAppId":0,"appName":"微品一元购应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1468234942000,"updateBy":"1","updateDate":1469590204000,"delFlag":0,"remarks":"微品一元购自运营appInfo请勿修改"},{"id":"9a83504d443a47ebae8d62caf009155e","appId":200000018,"parentAppId":0,"appName":"梳理配置信息系统","appSecretKey":null,"createBy":"ceshi","createDate":1469442136000,"updateBy":"1","updateDate":1469775286000,"delFlag":0,"remarks":""},{"id":"b6a7dec2c82040519174f1ceda73026a","appId":200000047,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"d333f8c979dc4b74ab9f186e75dd5e18","appId":200000049,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"3ece622173634613b0dd914ddc460c27","appId":200000051,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1478062037000,"updateBy":null,"updateDate":1478062037000,"delFlag":0,"remarks":null}]}
2016-11-18 16:01:45.841 [http-nio-8080-exec-7] INFO  cn.vpclub.web.AppInfoController - findDataPage method request: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":""}
2016-11-18 16:01:45.843 [http-nio-8080-exec-7] INFO  c.v.service.impl.AppInfoServiceImpl - findDataPage method param data: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":""}
2016-11-18 16:01:45.858 [http-nio-8080-exec-7] INFO  cn.vpclub.web.AppInfoController - findDataPage method return data: {"pageSize":10,"pageNumber":null,"totalRecord":12,"returnCode":1000,"message":"成功","pageData":[{"id":"3f429da418de4998b250a54400814c8e","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"ef4ca1dc5c444c6f817a338fa01413da","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"28e663b5d52f424494f3bf8fe280e21d","appId":100000034,"parentAppId":0,"appName":"和小宝O2O应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1467636852000,"updateBy":"1","updateDate":1468484646000,"delFlag":0,"remarks":"和小宝"},{"id":"1899833e5fbf4dfba27a37e13cb5f932","appId":100000054,"parentAppId":0,"appName":"河北移动","appSecretKey":null,"createBy":null,"createDate":1478251859000,"updateBy":"1","updateDate":1478251859000,"delFlag":0,"remarks":"河北移动"},{"id":"d6605e4daf844f56b333f2d72692fb7a","appId":100000058,"parentAppId":0,"appName":"岭南优品","appSecretKey":null,"createBy":null,"createDate":1470193301000,"updateBy":"1","updateDate":1470195739000,"delFlag":0,"remarks":"岭南优品"},{"id":"2f2f4790e8014258960e61257cbb9695","appId":200000014,"parentAppId":0,"appName":"微品一元购应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1468234942000,"updateBy":"1","updateDate":1469590204000,"delFlag":0,"remarks":"微品一元购自运营appInfo请勿修改"},{"id":"9a83504d443a47ebae8d62caf009155e","appId":200000018,"parentAppId":0,"appName":"梳理配置信息系统","appSecretKey":null,"createBy":"ceshi","createDate":1469442136000,"updateBy":"1","updateDate":1469775286000,"delFlag":0,"remarks":""},{"id":"b6a7dec2c82040519174f1ceda73026a","appId":200000047,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"d333f8c979dc4b74ab9f186e75dd5e18","appId":200000049,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"3ece622173634613b0dd914ddc460c27","appId":200000051,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1478062037000,"updateBy":null,"updateDate":1478062037000,"delFlag":0,"remarks":null}]}
2016-11-18 16:03:25.216 [http-nio-8080-exec-9] INFO  cn.vpclub.web.AppInfoController - findDataPage method request: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":""}
2016-11-18 16:03:25.222 [http-nio-8080-exec-9] INFO  c.v.service.impl.AppInfoServiceImpl - findDataPage method param data: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":""}
2016-11-18 16:03:25.232 [http-nio-8080-exec-9] INFO  cn.vpclub.web.AppInfoController - findDataPage method return data: {"pageSize":10,"pageNumber":null,"totalRecord":12,"returnCode":1000,"message":"成功","pageData":[{"id":"3f429da418de4998b250a54400814c8e","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"ef4ca1dc5c444c6f817a338fa01413da","appId":20000105,"parentAppId":0,"appName":"应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"28e663b5d52f424494f3bf8fe280e21d","appId":100000034,"parentAppId":0,"appName":"和小宝O2O应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1467636852000,"updateBy":"1","updateDate":1468484646000,"delFlag":0,"remarks":"和小宝"},{"id":"1899833e5fbf4dfba27a37e13cb5f932","appId":100000054,"parentAppId":0,"appName":"河北移动","appSecretKey":null,"createBy":null,"createDate":1478251859000,"updateBy":"1","updateDate":1478251859000,"delFlag":0,"remarks":"河北移动"},{"id":"d6605e4daf844f56b333f2d72692fb7a","appId":100000058,"parentAppId":0,"appName":"岭南优品","appSecretKey":null,"createBy":null,"createDate":1470193301000,"updateBy":"1","updateDate":1470195739000,"delFlag":0,"remarks":"岭南优品"},{"id":"2f2f4790e8014258960e61257cbb9695","appId":200000014,"parentAppId":0,"appName":"微品一元购应用","appSecretKey":"6E30847A1E96BF2C","createBy":"1","createDate":1468234942000,"updateBy":"1","updateDate":1469590204000,"delFlag":0,"remarks":"微品一元购自运营appInfo请勿修改"},{"id":"9a83504d443a47ebae8d62caf009155e","appId":200000018,"parentAppId":0,"appName":"梳理配置信息系统","appSecretKey":null,"createBy":"ceshi","createDate":1469442136000,"updateBy":"1","updateDate":1469775286000,"delFlag":0,"remarks":""},{"id":"b6a7dec2c82040519174f1ceda73026a","appId":200000047,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379701000,"updateBy":null,"updateDate":1477379701000,"delFlag":0,"remarks":null},{"id":"d333f8c979dc4b74ab9f186e75dd5e18","appId":200000049,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1477379875000,"updateBy":null,"updateDate":1477379875000,"delFlag":0,"remarks":null},{"id":"3ece622173634613b0dd914ddc460c27","appId":200000051,"parentAppId":0,"appName":"新增查询的应用系统主题","appSecretKey":null,"createBy":"ceshi","createDate":1478062037000,"updateBy":null,"updateDate":1478062037000,"delFlag":0,"remarks":null}]}
2016-11-18 16:03:53.126 [http-nio-8080-exec-9] INFO  cn.vpclub.web.AppInfoController - findDataPage method request: {"pageSize":10,"startRow":0,"pageNo":null,"orderBy":"","appName":""}
